contact_id,cohort,applicant_status,children,computer_availability,employment_status,salary_range,relationship_and_marital_status,household_income,education_level,lgbtqi_identity,veteran_status,race_ethnicity,create_date,year,ethnicity_simplified,month,weekday
1464,2024 Spring - Online,Assigned Cohort,1.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$25k - $35k,Some College No Degree,,,White,2023-11-19 19:26:00,2023,White,11,6
1465,Applicant,Applied,3.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Associates Degree,,,White,2023-11-19 20:28:00,2023,White,11,6
1466,Applicant,Applied,2.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Single,<$15k,Some College No Degree,checked,,White,2023-11-19 20:34:00,2023,White,11,6
1467,Applicant,Applied,5.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Bachelor's Degree,,,"""Some other race, ethnicity, or origin""",2023-11-19 22:06:00,2023,"""Some other race, ethnicity, or origin""",11,6
1468,2024 Spring - Online,Assigned Cohort,0.0,Laptop (PC),Employed full-time (35 hrs+),$25K-$35K,Single,$25k - $35k,Some College No Degree,,,White,2023-11-20 15:40:00,2023,White,11,0
1469,2024 Spring - Online,Assigned Cohort,1.0,Laptop (PC),Employed full-time (35 hrs+),$75K-$100K,Married,$150k - $200k,Graduate or Professional Degree,,,White,2023-11-20 15:45:00,2023,White,11,0
1470,Dead Lead,Declined Attending,2.0,Laptop (PC),Employed almost full-time (up to 35 hrs),$35K-$50K,Married,$100k - $150k,Bachelor's Degree,,,"""Some other race, ethnicity, or origin""",2023-11-20 18:27:00,2023,"""Some other race, ethnicity, or origin""",11,0
1471,2024 Spring - Online,Assigned Cohort,2.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,<$15k,Bachelor's Degree,,,Hispanic or Latina,2023-11-20 19:28:00,2023,Hispanic or Latina,11,0
1472,Waitlist - Lehi,Waitlist,3.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Separated,<$15k,Doctoral Degree,,,Hispanic or Latina,2023-11-20 22:41:00,2023,Hispanic or Latina,11,0
1473,2024 Spring - Online,Assigned Cohort,7.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Bachelor's Degree,,,White,2023-11-21 11:45:00,2023,White,11,1
1474,2024 Spring - Online,Assigned Cohort,0.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,<$15k,High School Diploma,,,Hispanic or Latina,2023-11-21 20:35:00,2023,Hispanic or Latina,11,1
1475,2024 Spring - Online,Assigned Cohort,0.0,Laptop (PC),Employed full-time (35 hrs+),$50K-$75K,Married,$50k - $75k,Bachelor's Degree,,,"""Some other race, ethnicity, or origin""",2023-11-24 18:16:00,2023,"""Some other race, ethnicity, or origin""",11,4
1476,Waitlist - Online,Waitlist,1.0,Laptop (Mac),Employed part-time (under 20 hrs),<$15K,Married,$35k - $50k,Bachelor's Degree,checked,,White,2023-11-24 21:33:00,2023,White,11,4
1477,2024 Spring - Online,Assigned Cohort,0.0,Laptop (PC),Employed full-time (35 hrs+),$25K-$35K,Single,$25k - $35k,Some College No Degree,,,White,2023-11-26 21:20:00,2023,White,11,6
1478,Dead Lead,Non-responsive,2.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$100k - $150k,High School Diploma,,,White,2023-11-27 17:18:00,2023,White,11,0
1479,Waitlist - Lehi,Waitlist,2.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Bachelor's Degree,,,Native Hawaiian or Other Pacific Islander,2023-11-28 08:37:00,2023,Native Hawaiian or Other Pacific Islander,11,1
1480,Applicant,Applied,2.0,Laptop (PC),Employed full-time (35 hrs+),$35K-$50K,Divorced,$35k - $50k,Some College No Degree,checked,,White,2023-11-28 11:17:00,2023,White,11,1
1481,2024 Winter - Lehi,Assigned Cohort,3.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Bachelor's Degree,,,White,2023-11-28 14:08:00,2023,White,11,1
1482,Applicant,Applied,2.0,Laptop (Mac),Employed full-time (35 hrs+),$100K+,Domestic Partnership,$100k - $150k,Graduate or Professional Degree,checked,,Hispanic or Latina,2023-11-28 22:15:00,2023,Hispanic or Latina,11,1
1483,2024 Winter - Lehi,Assigned Cohort,2.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Separated,$150k - $200k,Bachelor's Degree,,,White,2023-11-29 23:57:00,2023,White,11,2
1484,2024 Winter - Lehi,Assigned Cohort,5.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Separated,<$15k,Certificate,,,White,2023-12-04 01:52:00,2023,White,12,0
1485,Applicant,Applied,2.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Divorced,$25k - $35k,Bachelor's Degree,,,"""Some other race, ethnicity, or origin""",2023-12-04 09:34:00,2023,"""Some other race, ethnicity, or origin""",12,0
1486,Applicant,Applied,3.0,Laptop (Mac),Employed full-time (35 hrs+),$100K+,Married,$250k+,Graduate or Professional Degree,,,Hispanic or Latina,2023-12-04 11:08:00,2023,Hispanic or Latina,12,0
1487,2024 Winter - Lehi,Assigned Cohort,3.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$100k - $150k,Bachelor's Degree,,,White,2023-12-04 19:20:00,2023,White,12,0
1488,2024 Winter - Lehi,Assigned Cohort,1.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Other,<$15k,Graduate or Professional Degree,,,White,2023-12-05 10:09:00,2023,White,12,1
1489,Dead Lead,Declined Attending,2.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$100k - $150k,Bachelor's Degree,,,White,2023-12-06 11:52:00,2023,White,12,2
1490,2024 Winter - Lehi,Assigned Cohort,5.0,I do not own a laptop,Employed almost full-time (up to 35 hrs),$15K-$25K,Married,$75k - $100k,Bachelor's Degree,,,White,2023-12-06 12:47:00,2023,White,12,2
1491,Waitlist - Online,Waitlist,2.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$150k - $200k,Graduate or Professional Degree,,,"""Some other race, ethnicity, or origin""",2023-12-06 13:29:00,2023,"""Some other race, ethnicity, or origin""",12,2
1492,2024 Winter - Lehi,Assigned Cohort,4.0,Laptop (PC),Employed full-time (35 hrs+),$35K-$50K,Divorced,$35k - $50k,Bachelor's Degree,checked,,White,2023-12-07 10:08:00,2023,White,12,3
1493,Applicant,Applied,2.0,Laptop (PC),Employed part-time (under 20 hrs),<$15K,Married,$50k - $75k,Bachelor's Degree,,checked,White,2023-12-08 10:44:00,2023,White,12,4
1494,Applicant,Applied,0.0,I do not own a laptop,Employed full-time (35 hrs+),$25K-$35K,Married,$75k - $100k,Bachelor's Degree,,,Hispanic or Latina,2023-12-08 12:07:00,2023,Hispanic or Latina,12,4
1495,Waitlist - Online,Waitlist,2.0,Laptop (Mac),Employed part-time (under 20 hrs),<$15K,Married,$25k - $35k,Bachelor's Degree,,,"""Some other race, ethnicity, or origin""",2023-12-08 12:40:00,2023,"""Some other race, ethnicity, or origin""",12,4
1496,Applicant,Applied,3.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Single,$50k - $75k,Bachelor's Degree,,,Hispanic or Latina,2023-12-08 20:56:00,2023,Hispanic or Latina,12,4
1497,Passed Assessment,Assessment Received,2.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Bachelor's Degree,,,"""Some other race, ethnicity, or origin""",2023-12-10 09:57:00,2023,"""Some other race, ethnicity, or origin""",12,6
1499,2024 Winter - Lehi,Assigned Cohort,2.0,Laptop (Mac),Employed full-time (35 hrs+),I do not currently work outside the home.,Domestic Partnership,$35k - $50k,Associates Degree,,,"""Some other race, ethnicity, or origin""",2023-12-13 15:04:00,2023,"""Some other race, ethnicity, or origin""",12,2
1500,Applicant,Applied,2.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Separated,<$15k,Some College No Degree,,,Black or African American,2023-12-14 10:31:00,2023,Black or African American,12,3
1501,Applicant,Applied,2.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Divorced,<$15k,Bachelor's Degree,,,"Black or African American,Hispanic or Latina",2023-12-14 14:59:00,2023,Other,12,3
1502,Applicant,Applied,2.0,Laptop (Mac),Employed full-time (35 hrs+),$100K+,Married,$250k+,Bachelor's Degree,,,White,2023-12-15 10:09:00,2023,White,12,4
1503,Applicant,Applied,0.0,Laptop (Mac),Employed full-time (35 hrs+),I do not currently work outside the home.,Other,$15k - $25k,Associates Degree,,,Would prefer not to answer,2023-12-15 16:05:00,2023,Would prefer not to answer,12,4
1504,Applicant,Applied,3.0,Laptop (PC),Employed full-time (35 hrs+),$75K-$100K,Divorced,$75k - $100k,Some College No Degree,,,White,2023-12-16 20:59:00,2023,White,12,5
1505,2024 Winter - Lehi,Assigned Cohort,3.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Domestic Partnership,<$15k,Certificate,,,Hispanic or Latina,2023-12-16 23:49:00,2023,Hispanic or Latina,12,5
1506,Applicant,Applied,2.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Single,$15k - $25k,High School Diploma,,,Black or African American,2023-12-20 08:55:00,2023,Black or African American,12,2
1507,Applicant,Applied,1.0,Laptop (PC),Employed full-time (35 hrs+),I do not currently work outside the home.,Divorced,$25k - $35k,Certificate,,,White,2023-12-21 12:04:00,2023,White,12,3
1508,Applicant,Applied,4.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,<$15k,High School Diploma,checked,,American Indian or Alaska Native,2023-12-22 20:42:00,2023,American Indian or Alaska Native,12,4
1509,2024 Winter - Lehi,Assigned Cohort,3.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$35k - $50k,High School Diploma,,,Hispanic or Latina,2023-12-23 11:55:00,2023,Hispanic or Latina,12,5
1510,Dead Lead,Dead lead,2.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$35k - $50k,Some College No Degree,checked,,White,2023-12-23 16:00:00,2023,White,12,5
1511,Dead Lead,Non-responsive,2.0,I do not own a laptop,Employed almost full-time (up to 35 hrs),<$15K,Single,<$15k,High School Diploma,,,White,2023-12-23 21:19:00,2023,White,12,5
1512,Dead Lead,Non-responsive,5.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Bachelor's Degree,,,White,2023-12-25 17:47:00,2023,White,12,0
1513,Applicant,Applied,9.0,Laptop (PC),"No, currently not employed outside the home",<$15K,Married,$25k - $35k,Bachelor's Degree,,,White,2023-12-25 21:21:00,2023,White,12,0
1514,2024 Winter - Lehi,Assigned Cohort,1.0,Laptop (Mac),Employed full-time (35 hrs+),$50K-$75K,Married,$75k - $100k,Associates Degree,,,Hispanic or Latina,2023-12-26 17:25:00,2023,Hispanic or Latina,12,1
1515,2024 Winter - Lehi,Assigned Cohort,4.0,Laptop (PC),Employed part-time (under 20 hrs),<$15K,Divorced,<$15k,High School Diploma,,,White,2023-12-28 15:19:00,2023,White,12,3
1516,2024 Winter - Lehi,Assigned Cohort,2.0,I do not own a laptop,Employed almost full-time (up to 35 hrs),$35K-$50K,Divorced,$35k - $50k,Some College No Degree,,,White,2023-12-28 17:07:00,2023,White,12,3
1518,2024 Winter - Lehi,Assigned Cohort,2.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$150k - $200k,Bachelor's Degree,checked,,White,2023-12-29 22:30:00,2023,White,12,4
1519,Applicant,Applied,2.0,Laptop (PC),Employed full-time (35 hrs+),$35K-$50K,Divorced,$35k - $50k,Some College No Degree,,,Black or African American,2023-12-31 00:37:00,2023,Black or African American,12,6
1520,2024 Winter - Lehi,Assigned Cohort,1.0,Laptop (Mac),Employed full-time (35 hrs+),$35K-$50K,Married,$35k - $50k,Some College No Degree,,,"""Some other race, ethnicity, or origin""",2023-12-31 17:11:00,2023,"""Some other race, ethnicity, or origin""",12,6
1521,Waitlist - Online,Waitlist,2.0,Laptop (PC),Employed almost full-time (up to 35 hrs),$25K-$35K,Married,$150k - $200k,Doctoral Degree,,,"""Some other race, ethnicity, or origin""",2024-01-02 09:49:00,2024,"""Some other race, ethnicity, or origin""",1,1
1522,Applicant,Applied,1.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Divorced,<$15k,High School Diploma,,,White,2024-01-02 12:18:00,2024,White,1,1
1523,2024 Winter - Lehi,Assigned Cohort,3.0,Laptop (PC),Employed almost full-time (up to 35 hrs),$35K-$50K,Married,$25k - $35k,Some College No Degree,,checked,Black or African American,2024-01-03 06:51:00,2024,Black or African American,1,2
1524,2024 Winter - Lehi,Assigned Cohort,2.0,Laptop (Mac),Employed part-time (under 20 hrs),<$15K,Divorced,$15k - $25k,Bachelor's Degree,,,White,2024-01-03 11:55:00,2024,White,1,2
1526,2024 Winter - Lehi,Assigned Cohort,6.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Divorced,$25k - $35k,Some College No Degree,,,Hispanic or Latina,2024-01-03 22:19:00,2024,Hispanic or Latina,1,2
1527,2024 Winter - Lehi,Assigned Cohort,0.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Domestic Partnership,$35k - $50k,Bachelor's Degree,checked,,White,2024-01-04 09:57:00,2024,White,1,3
1529,"Waitlist - Ogden,Waitlist - Online",Waitlist,2.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Separated,<$15k,High School Diploma,,,White,2024-01-04 14:28:00,2024,White,1,3
1530,2024 Winter - Lehi,Assigned Cohort,0.0,Laptop (PC),Employed almost full-time (up to 35 hrs),$25K-$35K,Single,$25k - $35k,Some College No Degree,,,Hispanic or Latina,2024-01-04 19:26:00,2024,Hispanic or Latina,1,3
1531,Applicant,Applied,0.0,Laptop (Mac),Employed part-time (under 20 hrs),<$15K,Single,$50k - $75k,High School Diploma,,,Black or African American,2024-01-05 11:33:00,2024,Black or African American,1,4
1532,Applicant,Applied,0.0,Laptop (PC),Employed part-time (under 20 hrs),$15K-$25K,Single,$100k - $150k,Certificate,,,White,2024-01-06 07:06:00,2024,White,1,5
1533,Applicant,Applied,1.0,I do not own a laptop,Employed almost full-time (up to 35 hrs),$25K-$35K,Divorced,$25k - $35k,High School Diploma,,,Black or African American,2024-01-06 13:38:00,2024,Black or African American,1,5
1534,Applicant,Applied,3.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$100k - $150k,Bachelor's Degree,,,Black or African American,2024-01-07 19:06:00,2024,Black or African American,1,6
1535,2024 Winter - Lehi,Assigned Cohort,5.0,Laptop (Mac),"No, currently not employed outside the home",<$15K,Married,$75k - $100k,Bachelor's Degree,,,White,2024-01-08 10:13:00,2024,White,1,0
1536,2024 Winter - Lehi,Assigned Cohort,0.0,Laptop (PC),Employed part-time (under 20 hrs),<$15K,Single,<$15k,Bachelor's Degree,,,Hispanic or Latina,2024-01-08 21:54:00,2024,Hispanic or Latina,1,0
1537,Applicant,Applied,5.0,I do not own a laptop,Employed part-time (under 20 hrs),<$15K,Separated,$100k - $150k,Some College No Degree,checked,,White,2024-01-09 05:27:00,2024,White,1,1
1538,Applicant,Applied,3.0,Laptop (Mac),Employed full-time (35 hrs+),$100K+,Domestic Partnership,$100k - $150k,Some College No Degree,,,White,2024-01-09 07:32:00,2024,White,1,1
1539,Applicant,Applied,3.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Bachelor's Degree,,,White,2024-01-09 09:07:00,2024,White,1,1
1540,2024 Winter - Lehi,Assigned Cohort,1.0,Laptop (Mac),Employed full-time (35 hrs+),$100K+,Married,$250k+,Graduate or Professional Degree,,,Hispanic or Latina,2024-01-09 09:39:00,2024,Hispanic or Latina,1,1
1541,2024 Winter - Lehi,Assigned Cohort,6.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Separated,$25k - $35k,Graduate or Professional Degree,,,White,2024-01-09 13:28:00,2024,White,1,1
1542,Passed Assessment,Assessment Received,4.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Bachelor's Degree,,,White,2024-01-10 14:23:00,2024,White,1,2
1543,2024 Winter - Lehi,Assigned Cohort,2.0,Laptop (PC),Employed full-time (35 hrs+),$25K-$35K,Married,$35k - $50k,Bachelor's Degree,,,White,2024-01-10 18:54:00,2024,White,1,2
1544,Applicant,Applied,4.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Associates Degree,,,Hispanic or Latina,2024-01-11 15:21:00,2024,Hispanic or Latina,1,3
1545,2024 Winter - Lehi,Assigned Cohort,2.0,I do not own a laptop,Employed full-time (35 hrs+),$25K-$35K,Single,$25k - $35k,Bachelor's Degree,,,Black or African American,2024-01-11 22:43:00,2024,Black or African American,1,3
1546,2024 Winter - Lehi,Assigned Cohort,1.0,Laptop (PC),Employed part-time (under 20 hrs),$15K-$25K,Divorced,$15k - $25k,High School Diploma,,,Hispanic or Latina,2024-01-12 10:10:00,2024,Hispanic or Latina,1,4
1548,Applicant,Applied,3.0,Laptop (PC),Employed part-time (under 20 hrs),<$15K,Single,<$15k,Some College No Degree,,,Hispanic or Latina,2024-01-12 16:12:00,2024,Hispanic or Latina,1,4
1549,Applicant,Applied,4.0,Laptop (Mac),Employed almost full-time (up to 35 hrs),$15K-$25K,Married,$75k - $100k,Associates Degree,,,Native Hawaiian or Other Pacific Islander,2024-01-12 21:14:00,2024,Native Hawaiian or Other Pacific Islander,1,4
1550,Dead Lead,Dead lead,4.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Associates Degree,,,Hispanic or Latina,2024-01-12 23:59:00,2024,Hispanic or Latina,1,4
1551,Applicant,Applied,2.0,Laptop (PC),Employed full-time (35 hrs+),$35K-$50K,Married,$75k - $100k,Associates Degree,,,White,2024-01-15 11:56:00,2024,White,1,0
1552,Applicant,Applied,2.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Certificate,,,White,2024-01-16 03:07:00,2024,White,1,1
1553,Applicant,Applied,5.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Bachelor's Degree,,,White,2024-01-16 21:17:00,2024,White,1,1
1554,Dead Lead,Non-responsive,3.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Bachelor's Degree,,,Hispanic or Latina,2024-01-16 22:23:00,2024,Hispanic or Latina,1,1
1555,Applicant,Applied,1.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Separated,<$15k,Associates Degree,,,Black or African American,2024-01-16 22:26:00,2024,Black or African American,1,1
1556,Applicant,Applied,1.0,Laptop (PC),Employed almost full-time (up to 35 hrs),$25K-$35K,Single,$25k - $35k,High School Diploma,,,Hispanic or Latina,2024-01-17 01:05:00,2024,Hispanic or Latina,1,2
1557,Waitlist - Lehi,Waitlist,4.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Separated,$15k - $25k,Some College No Degree,checked,,Hispanic or Latina,2024-01-17 14:29:00,2024,Hispanic or Latina,1,2
1558,2024 Winter - Ogden/Hybrid,Assigned Cohort,4.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Separated,<$15k,Bachelor's Degree,,,White,2024-01-18 16:57:00,2024,White,1,3
1559,Dead Lead,Declined Attending,2.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$25k - $35k,Graduate or Professional Degree,,,White,2024-01-19 14:05:00,2024,White,1,4
1560,Applicant,Applied,1.0,Laptop (Mac),Employed part-time (under 20 hrs),$15K-$25K,Single,<$15k,High School Diploma,,,"American Indian or Alaska Native,Hispanic or Latina",2024-01-20 16:17:00,2024,Other,1,5
1561,Applicant,Applied,1.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$150k - $200k,Graduate or Professional Degree,,,"""Some other race, ethnicity, or origin""",2024-01-22 12:08:00,2024,"""Some other race, ethnicity, or origin""",1,0
1563,Applicant,Applied,0.0,Laptop (PC),Employed full-time (35 hrs+),$50K-$75K,Married,$50k - $75k,Some College No Degree,,,White,2024-01-22 17:57:00,2024,White,1,0
1564,Applicant,Applied,7.0,Laptop (PC),Employed part-time (under 20 hrs),<$15K,Divorced,<$15k,Associates Degree,,,White,2024-01-23 15:12:00,2024,White,1,1
1565,Passed Assessment,Assessment Received,2.0,Laptop (Mac),Employed full-time (35 hrs+),$100K+,Married,$250k+,Doctoral Degree,,,White,2024-01-23 15:43:00,2024,White,1,1
1566,Dead Lead,Declined Attending,2.0,I do not own a laptop,Employed full-time (35 hrs+),$50K-$75K,Married,$100k - $150k,Bachelor's Degree,,,White,2024-01-23 16:24:00,2024,White,1,1
1567,Applicant,Applied,4.0,Laptop (PC),Employed part-time (under 20 hrs),<$15K,Married,$100k - $150k,High School Diploma,,,White,2024-01-23 16:54:00,2024,White,1,1
1568,Applicant,Applied,2.0,Laptop (PC),Employed full-time (35 hrs+),$50K-$75K,Married,$150k - $200k,Some College No Degree,,,White,2024-01-23 23:37:00,2024,White,1,1
1569,Applicant,Applied,3.0,I do not own a laptop,Employed full-time (35 hrs+),I do not currently work outside the home.,Single,$25k - $35k,High School Diploma,,,Black or African American,2024-01-25 10:16:00,2024,Black or African American,1,3
1570,Applicant,Applied,0.0,Laptop (PC),Employed almost full-time (up to 35 hrs),$15K-$25K,Single,$15k - $25k,Bachelor's Degree,,,"""Some other race, ethnicity, or origin""",2024-01-25 17:54:00,2024,"""Some other race, ethnicity, or origin""",1,3
1571,Applicant,Applied,2.0,I do not own a laptop,Employed full-time (35 hrs+),$35K-$50K,Single,$35k - $50k,High School Diploma,,,Hispanic or Latina,2024-01-25 21:11:00,2024,Hispanic or Latina,1,3
1572,2024 Winter - Ogden/Hybrid,Assigned Cohort,2.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Single,$15k - $25k,Certificate,,,Hispanic or Latina,2024-01-26 08:46:00,2024,Hispanic or Latina,1,4
1573,Applicant,Applied,0.0,Laptop (Mac),Employed almost full-time (up to 35 hrs),$50K-$75K,Married,$50k - $75k,Some College No Degree,,,White,2024-01-26 18:15:00,2024,White,1,4
1574,Applicant,Applied,5.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Some College No Degree,,,White,2024-01-27 22:32:00,2024,White,1,5
1575,Applicant,Applied,2.0,Laptop (PC),Employed full-time (35 hrs+),$35K-$50K,Divorced,$50k - $75k,Bachelor's Degree,,,White,2024-01-27 22:57:00,2024,White,1,5
1576,"Waitlist - Orem,Waitlist - Online",Waitlist,4.0,I do not own a laptop,Employed part-time (under 20 hrs),<$15K,Married,$75k - $100k,High School Diploma,,,White,2024-01-30 08:23:00,2024,White,1,1
1577,Waitlist - Online,Waitlist,2.0,Laptop (Mac),Employed full-time (35 hrs+),$35K-$50K,Divorced,$35k - $50k,Bachelor's Degree,checked,checked,White,2024-01-30 14:03:00,2024,White,1,1
1578,Waitlist - Online,Waitlist,1.0,I do not own a laptop,Employed full-time (35 hrs+),$50K-$75K,Married,$50k - $75k,Graduate or Professional Degree,,,Hispanic or Latina,2024-01-30 18:55:00,2024,Hispanic or Latina,1,1
1579,Waitlist - Online,Waitlist,2.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Divorced,<$15k,Bachelor's Degree,,,White,2024-01-31 11:21:00,2024,White,1,2
1580,Dead Lead,Dead lead,2.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Graduate or Professional Degree,,,White,2024-02-01 07:55:00,2024,White,2,3
1582,"Waitlist - Ogden,Waitlist - Lehi",Waitlist,3.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Other,$100k - $150k,Bachelor's Degree,,,White,2024-02-02 13:19:00,2024,White,2,4
1583,Applicant,Applied,6.0,Laptop (PC),Employed almost full-time (up to 35 hrs),$25K-$35K,Married,$100k - $150k,Some College No Degree,,,White,2024-02-05 09:46:00,2024,White,2,0
1584,Applicant,Applied,4.0,Laptop (Mac),Employed part-time (under 20 hrs),<$15K,Married,$75k - $100k,High School Diploma,,,White,2024-02-05 14:01:00,2024,White,2,0
1585,Applicant,Applied,2.0,Laptop (Mac),Employed full-time (35 hrs+),$35K-$50K,Married,$75k - $100k,Bachelor's Degree,checked,,White,2024-02-05 15:10:00,2024,White,2,0
1586,Applicant,Applied,0.0,Laptop (PC),Employed full-time (35 hrs+),$35K-$50K,Single,$35k - $50k,Associates Degree,checked,,Black or African American,2024-02-05 21:41:00,2024,Black or African American,2,0
1587,Applicant,Applied,3.0,Laptop (Mac),Employed full-time (35 hrs+),$25K-$35K,Married,$50k - $75k,Some College No Degree,,,White,2024-02-07 08:37:00,2024,White,2,2
1588,Waitlist - Online,Waitlist,3.0,Laptop (PC),Employed full-time (35 hrs+),$50K-$75K,Married,$50k - $75k,Bachelor's Degree,,checked,White,2024-02-07 22:20:00,2024,White,2,2
1589,Applicant,Applied,4.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Single,$15k - $25k,Some College No Degree,,,White,2024-02-08 10:57:00,2024,White,2,3
1591,Applicant,Applied,1.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Single,<$15k,Bachelor's Degree,,,Would prefer not to answer,2024-02-08 21:38:00,2024,Would prefer not to answer,2,3
1592,Waitlist - Salt Lake,Waitlist,4.0,Laptop (PC),"No, currently not employed outside the home",$15K-$25K,Married,$75k - $100k,Certificate,,,Hispanic or Latina,2024-02-10 06:37:00,2024,Hispanic or Latina,2,5
1593,2024 Winter - Ogden/Hybrid,Assigned Cohort,2.0,Laptop (Mac),Employed part-time (under 20 hrs),<$15K,Single,$15k - $25k,High School Diploma,,,White,2024-02-11 14:43:00,2024,White,2,6
1594,Dead Lead,Declined Attending,2.0,Laptop (PC),Employed part-time (under 20 hrs),<$15K,Married,$50k - $75k,Certificate,,,Hispanic or Latina,2024-02-11 15:36:00,2024,Hispanic or Latina,2,6
1595,2024 Winter - Ogden/Hybrid,Assigned Cohort,4.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Bachelor's Degree,,,White,2024-02-11 23:09:00,2024,White,2,6
1596,Dead Lead,Declined Attending,2.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Divorced,<$15k,High School Diploma,,,White,2024-02-12 17:18:00,2024,White,2,0
1597,2024 Winter - Ogden/Hybrid,Assigned Cohort,4.0,Laptop (Mac),Employed almost full-time (up to 35 hrs),$35K-$50K,Domestic Partnership,$75k - $100k,High School Diploma,,,Hispanic or Latina,2024-02-13 11:49:00,2024,Hispanic or Latina,2,1
1598,Applicant,Applied,2.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$150k - $200k,Bachelor's Degree,,,Hispanic or Latina,2024-02-14 09:55:00,2024,Hispanic or Latina,2,2
1599,Dead Lead,Declined Attending,2.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$35k - $50k,High School Diploma,,,White,2024-02-14 12:16:00,2024,White,2,2
