contact_id,cohort,applicant_status,children,employment_status,salary_range,relationship_and_marital_status,household_income,education_level,lgbtqi_identity,veteran_status,race_ethnicity,create_date,year,month,weekday,day,has_computer,accepted,quarter,is_weekend,computer_availability_I do not own a laptop,computer_availability_Laptop (Mac),computer_availability_Laptop (PC),computer_availability_Not Specified,employment_simplified_Full-time,employment_simplified_Not Employed,employment_simplified_Not Specified,employment_simplified_Part-time,education_category_Advanced Degree,education_category_Bachelor,education_category_High School,education_category_Some College,income_band_Other,race_simplified_Asian,race_simplified_Black/African American,race_simplified_Hispanic/Latino,race_simplified_Multiracial/Other,race_simplified_Native American/Pacific Islander,race_simplified_White only,children_category_No Children,children_category_One Child,children_category_2-3 Children,children_category_4+ Children,"ethnicity_simplified_""Some other race, ethnicity, or origin""",ethnicity_simplified_American Indian or Alaska Native,"ethnicity_simplified_American Indian or Alaska Native,White",ethnicity_simplified_Asian,ethnicity_simplified_Black or African American,ethnicity_simplified_Hispanic or Latina,"ethnicity_simplified_Hispanic or Latina,White",ethnicity_simplified_Native Hawaiian or Other Pacific Islander,ethnicity_simplified_Other,ethnicity_simplified_White,ethnicity_simplified_Would prefer not to answer
735,Dead Lead,Non-responsive,0.0,"No, currently not employed outside the home",<$15K,Single,<$15k,Some College No Degree,Not Specified,Not Specified,White,2022-05-28 01:25:00,2022,5,5,28,0,0,2,1,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
736,2022 Summer - Online,Assigned Cohort,2.0,"No, currently not employed outside the home",$15K-$25K,Single,$15k - $25k,Some College No Degree,Not Specified,checked,White,2022-05-29 21:47:00,2022,5,6,29,1,1,2,1,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
737,Dead Lead,Non-responsive,3.0,Employed full-time (35 hrs+),$50K-$75K,Married,$100k - $150k,Associates Degree,Not Specified,Not Specified,Hispanic or Latina,2022-05-30 21:55:00,2022,5,0,30,1,0,2,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
740,2022 Summer - Online,Assigned Cohort,3.0,Employed full-time (35 hrs+),$25K-$35K,Domestic Partnership,$35k - $50k,High School Diploma,Not Specified,Not Specified,Hispanic or Latina,2022-06-01 10:40:00,2022,6,2,1,0,1,2,0,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
741,2022 Summer - Online,Assigned Cohort,2.0,Employed full-time (35 hrs+),$50K-$75K,Married,$100k - $150k,Graduate or Professional Degree,Not Specified,Not Specified,White,2022-06-03 18:50:00,2022,6,4,3,1,1,2,0,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
746,2022 Summer - Online,Assigned Cohort,0.0,Employed almost full-time (up to 35 hrs),I do not currently work outside the home.,Single,$35k - $50k,Bachelor's Degree,Not Specified,Not Specified,White,2022-06-06 20:24:00,2022,6,0,6,1,1,2,0,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
748,Applicant,Applied,3.0,Employed part-time (under 20 hrs),<$15K,Married,$75k - $100k,Bachelor's Degree,Not Specified,Not Specified,White,2022-06-07 11:45:00,2022,6,1,7,0,0,2,0,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
749,Dead Lead,Declined Attending,3.0,Employed full-time (35 hrs+),$75K-$100K,Married,$100k - $150k,Some College No Degree,Not Specified,Not Specified,"American Indian or Alaska Native,Black or African American,Hispanic or Latina,White",2022-06-07 13:54:00,2022,6,1,7,1,0,2,0,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
752,2022 Summer - Online,Assigned Cohort,3.0,Employed full-time (35 hrs+),$75K-$100K,Divorced,$75k - $100k,Graduate or Professional Degree,Not Specified,Not Specified,Hispanic or Latina,2022-06-10 14:31:00,2022,6,4,10,1,1,2,0,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
753,2022 Summer - Online,Assigned Cohort,2.0,Employed full-time (35 hrs+),$35K-$50K,Separated,$35k - $50k,Some College No Degree,Not Specified,Not Specified,Would prefer not to answer,2022-06-10 14:49:00,2022,6,4,10,1,1,2,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
754,2022 Summer - Online,Assigned Cohort,2.0,Employed almost full-time (up to 35 hrs),$35K-$50K,Single,$35k - $50k,Associates Degree,Not Specified,Not Specified,Hispanic or Latina,2022-06-10 20:11:00,2022,6,4,10,0,1,2,0,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
755,Dead Lead,Non-responsive,0.0,Employed part-time (under 20 hrs),<$15K,Domestic Partnership,$35k - $50k,High School Diploma,Not Specified,Not Specified,Hispanic or Latina,2022-06-12 22:14:00,2022,6,6,12,1,0,2,1,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
756,Dead Lead,Declined Attending,1.0,Employed part-time (under 20 hrs),$35K-$50K,Divorced,$35k - $50k,High School Diploma,Not Specified,Not Specified,White,2022-06-21 17:52:00,2022,6,1,21,1,0,2,0,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
757,2022 Summer - Online,Assigned Cohort,2.0,Employed part-time (under 20 hrs),<$15K,Married,$150k - $200k,Some College No Degree,Not Specified,Not Specified,White,2022-06-21 18:13:00,2022,6,1,21,1,1,2,0,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
758,2023 Fall - Lehi,Assigned Cohort,2.0,Employed part-time (under 20 hrs),$15K-$25K,Separated,<$15k,High School Diploma,Not Specified,Not Specified,White,2022-06-21 23:41:00,2022,6,1,21,0,1,2,0,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
759,2023 Fall - Lehi,Assigned Cohort,0.0,Employed full-time (35 hrs+),$15K-$25K,Single,$15k - $25k,High School Diploma,Not Specified,Not Specified,White,2022-06-22 08:58:00,2022,6,2,22,1,1,2,0,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
760,2023 Fall - Lehi,Assigned Cohort,3.0,Employed almost full-time (up to 35 hrs),$35K-$50K,Married,$75k - $100k,Associates Degree,Not Specified,Not Specified,Native Hawaiian or Other Pacific Islander,2022-06-23 21:35:00,2022,6,3,23,1,1,2,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
761,Dead Lead,Non-responsive,3.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$250k+,Bachelor's Degree,Not Specified,Not Specified,Hispanic or Latina,2022-06-24 19:12:00,2022,6,4,24,1,0,2,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
762,Dead Lead,Non-responsive,2.0,Employed full-time (35 hrs+),$35K-$50K,Married,$75k - $100k,Some College No Degree,Not Specified,Not Specified,White,2022-06-26 20:49:00,2022,6,6,26,1,0,2,1,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
763,Dead Lead,Non-responsive,0.0,Employed almost full-time (up to 35 hrs),$15K-$25K,Married,$100k - $150k,Some College No Degree,Not Specified,Not Specified,White,2022-06-27 12:02:00,2022,6,0,27,1,0,2,0,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
764,2023 Fall - Lehi,Assigned Cohort,2.0,"No, currently not employed outside the home",I do not currently work outside the home.,Divorced,$35k - $50k,Bachelor's Degree,Not Specified,Not Specified,White,2022-06-27 16:38:00,2022,6,0,27,1,1,2,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
765,2023 Fall - Lehi,Assigned Cohort,2.0,Employed part-time (under 20 hrs),<$15K,Married,$50k - $75k,High School Diploma,Not Specified,Not Specified,White,2022-06-27 20:49:00,2022,6,0,27,1,1,2,0,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
766,"Waitlist - Lehi,Waitlist - Orem",Deferred Application,4.0,Employed full-time (35 hrs+),$35K-$50K,Married,$75k - $100k,Associates Degree,Not Specified,Not Specified,White,2022-06-28 06:32:00,2022,6,1,28,1,0,2,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
767,2023 Fall - Lehi,Assigned Cohort,3.0,Employed almost full-time (up to 35 hrs),$15K-$25K,Married,$35k - $50k,High School Diploma,Not Specified,Not Specified,White,2022-06-29 09:40:00,2022,6,2,29,0,1,2,0,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
768,2023 Fall - Lehi,Assigned Cohort,3.0,Employed full-time (35 hrs+),$35K-$50K,Divorced,$50k - $75k,Some College No Degree,Not Specified,Not Specified,White,2022-06-29 14:34:00,2022,6,2,29,1,1,2,0,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
769,2023 Fall - Lehi,Assigned Cohort,0.0,Employed full-time (35 hrs+),$25K-$35K,Married,$75k - $100k,High School Diploma,Not Specified,Not Specified,White,2022-06-29 20:21:00,2022,6,2,29,1,1,2,0,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
770,2023 Fall - Lehi,Assigned Cohort,3.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$100k - $150k,Bachelor's Degree,Not Specified,Not Specified,White,2022-06-29 20:36:00,2022,6,2,29,1,1,2,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
771,Dead Lead,Declined Attending,2.0,"No, currently not employed outside the home",<$15K,Married,$50k - $75k,Associates Degree,Not Specified,Not Specified,White,2022-06-29 20:37:00,2022,6,2,29,1,0,2,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
772,2023 Fall - Lehi,Assigned Cohort,2.0,Employed part-time (under 20 hrs),<$15K,Married,$75k - $100k,Associates Degree,Not Specified,Not Specified,White,2022-06-29 21:01:00,2022,6,2,29,0,1,2,0,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
773,2023 Fall - Lehi,Assigned Cohort,1.0,"No, currently not employed outside the home",I do not currently work outside the home.,Separated,$15k - $25k,Associates Degree,Not Specified,Not Specified,White,2022-06-29 22:14:00,2022,6,2,29,1,1,2,0,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
774,2023 Fall - Lehi,Assigned Cohort,2.0,Employed full-time (35 hrs+),$50K-$75K,Single,$50k - $75k,Associates Degree,Not Specified,Not Specified,White,2022-06-30 09:36:00,2022,6,3,30,1,1,2,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
775,Dead Lead,Declined Attending,2.0,Employed full-time (35 hrs+),$75K-$100K,Married,$75k - $100k,Some College No Degree,Not Specified,Not Specified,White,2022-06-30 11:47:00,2022,6,3,30,1,0,2,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
776,2023 Fall - Lehi,Assigned Cohort,1.0,Employed full-time (35 hrs+),$25K-$35K,Married,$100k - $150k,Some College No Degree,Not Specified,Not Specified,"Hispanic or Latina,White",2022-07-03 12:21:00,2022,7,6,3,1,1,3,1,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
777,Dead Lead,Declined Attending,1.0,Employed part-time (under 20 hrs),$15K-$25K,Single,$15k - $25k,Certificate,Not Specified,Not Specified,Hispanic or Latina,2022-07-03 13:23:00,2022,7,6,3,0,0,3,1,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
778,Dead Lead,Non-responsive,2.0,Employed full-time (35 hrs+),$35K-$50K,Divorced,$35k - $50k,Associates Degree,Not Specified,Not Specified,White,2022-07-06 09:50:00,2022,7,2,6,1,0,3,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
779,2023 Fall - Lehi,Assigned Cohort,4.0,Employed full-time (35 hrs+),$50K-$75K,Married,$100k - $150k,High School Diploma,Not Specified,Not Specified,White,2022-07-06 10:07:00,2022,7,2,6,1,1,3,0,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
780,2023 Fall - Lehi,Assigned Cohort,1.0,Employed full-time (35 hrs+),$35K-$50K,Married,$50k - $75k,Some College No Degree,Not Specified,Not Specified,Hispanic or Latina,2022-07-06 16:41:00,2022,7,2,6,1,1,3,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
781,Dead Lead,Dead lead,1.0,Employed almost full-time (up to 35 hrs),$15K-$25K,Other,$25k - $35k,Graduate or Professional Degree,Not Specified,Not Specified,Hispanic or Latina,2022-07-06 19:04:00,2022,7,2,6,1,0,3,0,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
782,2023 Fall - Lehi,Assigned Cohort,3.0,Employed full-time (35 hrs+),<$15K,Married,$50k - $75k,Some College No Degree,Not Specified,Not Specified,White,2022-07-07 12:00:00,2022,7,3,7,0,1,3,0,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
783,Dead Lead,Non-responsive,5.0,Employed almost full-time (up to 35 hrs),$15K-$25K,Married,$25k - $35k,Associates Degree,Not Specified,Not Specified,White,2022-07-07 12:54:00,2022,7,3,7,1,0,3,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
784,Dead Lead,Non-responsive,2.0,Employed part-time (under 20 hrs),I do not currently work outside the home.,Married,$75k - $100k,Graduate or Professional Degree,Not Specified,Not Specified,White,2022-07-07 17:18:00,2022,7,3,7,1,0,3,0,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
785,Dead Lead,Non-responsive,3.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Some College No Degree,Not Specified,Not Specified,White,2022-07-11 18:03:00,2022,7,0,11,1,0,3,0,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
786,Dead Lead,Declined Attending,2.0,Employed full-time (35 hrs+),$50K-$75K,Other,$250k+,Associates Degree,checked,Not Specified,White,2022-07-12 22:26:00,2022,7,1,12,1,0,3,0,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
787,Dead Lead,Non-responsive,1.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$250k+,Graduate or Professional Degree,Not Specified,Not Specified,"""Some other race, ethnicity, or origin""",2022-07-13 09:26:00,2022,7,2,13,1,0,3,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
788,2023 Fall - Lehi,Assigned Cohort,2.0,Employed part-time (under 20 hrs),<$15K,Married,$50k - $75k,Certificate,Not Specified,Not Specified,White,2022-07-13 15:09:00,2022,7,2,13,1,1,3,0,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
789,Dead Lead,Non-responsive,3.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$35k - $50k,Bachelor's Degree,Not Specified,Not Specified,White,2022-07-15 10:36:00,2022,7,4,15,1,0,3,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
790,2023 Fall - Lehi,Assigned Cohort,3.0,Employed almost full-time (up to 35 hrs),$100K+,Married,$200k - $250k,Associates Degree,Not Specified,Not Specified,Hispanic or Latina,2022-07-15 20:46:00,2022,7,4,15,1,1,3,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
791,Dead Lead,Declined Attending,2.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Associates Degree,Not Specified,Not Specified,White,2022-07-17 14:50:00,2022,7,6,17,1,0,3,1,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
792,Dead Lead,Declined Attending,3.0,Employed full-time (35 hrs+),$25K-$35K,Single,$25k - $35k,Some College No Degree,Not Specified,Not Specified,White,2022-07-18 15:53:00,2022,7,0,18,0,0,3,0,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
793,Dead Lead,Declined Attending,10.0,"No, currently not employed outside the home",I do not currently work outside the home.,Separated,<$15k,High School Diploma,Not Specified,Not Specified,White,2022-07-19 17:19:00,2022,7,1,19,0,0,3,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
794,Dead Lead,Non-responsive,8.0,"No, currently not employed outside the home",I do not currently work outside the home.,Single,<$15k,Graduate or Professional Degree,Not Specified,Not Specified,White,2022-07-19 21:20:00,2022,7,1,19,1,0,3,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
795,2023 Fall - Lehi,Assigned Cohort,4.0,Employed full-time (35 hrs+),$25K-$35K,Married,$50k - $75k,Associates Degree,Not Specified,Not Specified,White,2022-07-21 10:51:00,2022,7,3,21,1,1,3,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
796,Dead Lead,Non-responsive,1.0,Employed full-time (35 hrs+),$15K-$25K,Married,$25k - $35k,Associates Degree,Not Specified,Not Specified,White,2022-07-21 11:03:00,2022,7,3,21,0,0,3,0,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
797,2023 Fall - Lehi,Assigned Cohort,1.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$100k - $150k,Graduate or Professional Degree,Not Specified,Not Specified,White,2022-07-21 13:04:00,2022,7,3,21,0,1,3,0,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
798,Dead Lead,Non-responsive,2.0,Employed full-time (35 hrs+),$35K-$50K,Married,$50k - $75k,High School Diploma,Not Specified,Not Specified,White,2022-07-24 13:22:00,2022,7,6,24,1,0,3,1,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
799,Dead Lead,Declined Attending,0.0,Employed full-time (35 hrs+),$25K-$35K,Single,$25k - $35k,High School Diploma,Not Specified,Not Specified,Hispanic or Latina,2022-07-24 20:33:00,2022,7,6,24,1,0,3,1,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
801,2023 Fall - Lehi,Assigned Cohort,6.0,Employed almost full-time (up to 35 hrs),$25K-$35K,Separated,$35k - $50k,High School Diploma,Not Specified,Not Specified,White,2022-08-03 20:47:00,2022,8,2,3,1,1,3,0,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
802,Dead Lead,Non-responsive,3.0,Employed part-time (under 20 hrs),$15K-$25K,Married,$35k - $50k,High School Diploma,Not Specified,Not Specified,White,2022-08-03 23:26:00,2022,8,2,3,1,0,3,0,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
803,Dead Lead,Declined Attending,4.0,Employed almost full-time (up to 35 hrs),$25K-$35K,Divorced,$25k - $35k,Bachelor's Degree,Not Specified,Not Specified,"Black or African American,White",2022-08-04 12:23:00,2022,8,3,4,1,0,3,0,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
804,Dead Lead,Declined Attending,0.0,Employed part-time (under 20 hrs),<$15K,Married,$15k - $25k,Associates Degree,Not Specified,Not Specified,White,2022-08-08 14:13:00,2022,8,0,8,1,0,3,0,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
805,Dead Lead,Non-responsive,5.0,Employed part-time (under 20 hrs),<$15K,Divorced,<$15k,Associates Degree,Not Specified,Not Specified,White,2022-08-10 11:30:00,2022,8,2,10,1,0,3,0,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
806,2023 Fall - Ogden,Assigned Cohort,5.0,Employed part-time (under 20 hrs),<$15K,Married,$75k - $100k,Some College No Degree,Not Specified,Not Specified,White,2022-08-10 22:08:00,2022,8,2,10,1,1,3,0,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
807,Dead Lead,Non-responsive,3.0,"No, currently not employed outside the home",I do not currently work outside the home.,Single,<$15k,Some College No Degree,Not Specified,Not Specified,White,2022-08-12 16:29:00,2022,8,4,12,1,0,3,0,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
808,Dead Lead,Non-responsive,2.0,Employed almost full-time (up to 35 hrs),I do not currently work outside the home.,Single,$35k - $50k,High School Diploma,Not Specified,Not Specified,"American Indian or Alaska Native,Hispanic or Latina",2022-08-12 17:53:00,2022,8,4,12,0,0,3,0,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
809,Dead Lead,Non-responsive,4.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Graduate or Professional Degree,Not Specified,Not Specified,"White,Hispanic or Latina",2022-08-13 14:50:00,2022,8,5,13,0,0,3,1,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
810,Dead Lead,Declined Attending,3.0,Employed part-time (under 20 hrs),$15K-$25K,Married,$75k - $100k,Bachelor's Degree,Not Specified,checked,White,2022-08-13 21:31:00,2022,8,5,13,0,0,3,1,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
811,Dead Lead,Non-responsive,2.0,Employed part-time (under 20 hrs),<$15K,Married,$50k - $75k,Bachelor's Degree,Not Specified,Not Specified,White,2022-08-15 08:45:00,2022,8,0,15,1,0,3,0,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
812,Dead Lead,Non-responsive,0.0,Employed full-time (35 hrs+),$25K-$35K,Domestic Partnership,$100k - $150k,Some College No Degree,Not Specified,Not Specified,White,2022-08-15 10:15:00,2022,8,0,15,1,0,3,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
813,Dead Lead,Declined Attending,4.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$25k - $35k,Some College No Degree,Not Specified,Not Specified,White,2022-08-15 14:26:00,2022,8,0,15,1,0,3,0,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
815,Dead Lead,Non-responsive,2.0,Employed full-time (35 hrs+),$50K-$75K,Separated,$50k - $75k,Some College No Degree,Not Specified,Not Specified,Hispanic or Latina,2022-08-15 19:56:00,2022,8,0,15,1,0,3,0,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
816,Dead Lead,Declined Attending,2.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$100k - $150k,Bachelor's Degree,Not Specified,Not Specified,White,2022-08-16 13:03:00,2022,8,1,16,1,0,3,0,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
817,Dead Lead,Non-responsive,5.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Some College No Degree,Not Specified,Not Specified,White,2022-08-16 13:19:00,2022,8,1,16,1,0,3,0,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
818,2023 Fall - Ogden,Assigned Cohort,2.0,Employed full-time (35 hrs+),$35K-$50K,Married,$150k - $200k,Associates Degree,Not Specified,Not Specified,White,2022-08-16 14:44:00,2022,8,1,16,1,1,3,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
819,2023 Fall - Ogden,Assigned Cohort,1.0,"No, currently not employed outside the home",I do not currently work outside the home.,Divorced,$75k - $100k,Graduate or Professional Degree,Not Specified,Not Specified,White,2022-08-17 18:37:00,2022,8,2,17,1,1,3,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
