contact_id,cohort,applicant_status,children,employment_status,salary_range,relationship_and_marital_status,household_income,education_level,lgbtqi_identity,veteran_status,race_ethnicity,create_date,year,month,weekday,day,has_computer,accepted,quarter,is_weekend,computer_availability_I do not own a laptop,computer_availability_Laptop (Mac),computer_availability_Laptop (PC),computer_availability_Not Specified,employment_simplified_Full-time,employment_simplified_Not Employed,employment_simplified_Not Specified,employment_simplified_Part-time,education_category_Advanced Degree,education_category_Bachelor,education_category_High School,education_category_Some College,income_band_Other,race_simplified_Asian,race_simplified_Black/African American,race_simplified_Hispanic/Latino,race_simplified_Multiracial/Other,race_simplified_Native American/Pacific Islander,race_simplified_White only,children_category_No Children,children_category_One Child,children_category_2-3 Children,children_category_4+ Children,"ethnicity_simplified_""Some other race, ethnicity, or origin""",ethnicity_simplified_American Indian or Alaska Native,"ethnicity_simplified_American Indian or Alaska Native,White",ethnicity_simplified_Asian,ethnicity_simplified_Black or African American,ethnicity_simplified_Hispanic or Latina,"ethnicity_simplified_Hispanic or Latina,White",ethnicity_simplified_Native Hawaiian or Other Pacific Islander,ethnicity_simplified_Other,ethnicity_simplified_White,ethnicity_simplified_Would prefer not to answer
215,Dead Lead,Declined Attending,2.0,Employed full-time (35 hrs+),<$15K,Married,$50k - $75k,Bachelor's Degree,Not Specified,Not Specified,"Hispanic or Latina,White",2021-06-22 09:37:00,2021,6,1,22,1,0,2,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
216,Dead Lead,Non-responsive,2.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$150k - $200k,Some College No Degree,Not Specified,Not Specified,White,2021-06-25 11:47:00,2021,6,4,25,0,0,2,0,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
217,Dead Lead,Declined Attending,3.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Bachelor's Degree,Not Specified,Not Specified,White,2021-06-25 16:12:00,2021,6,4,25,0,0,2,0,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
218,2021 Spring -  Tech-Moms Ogden,Assigned Cohort,0.0,Employed full-time (35 hrs+),$50K-$75K,Single,$50k - $75k,Certificate,Not Specified,Not Specified,White,2021-07-06 18:02:00,2021,7,1,6,1,1,3,0,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
219,Dead Lead,Non-responsive,0.0,"No, currently not employed outside the home",I do not currently work outside the home.,Divorced,<$15k,Associates Degree,checked,Not Specified,Hispanic or Latina,2021-07-08 10:25:00,2021,7,3,8,1,0,3,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
220,Dead Lead,Non-responsive,5.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Certificate,Not Specified,Not Specified,White,2021-07-10 10:51:00,2021,7,5,10,0,0,3,1,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
221,2021 Spring -  Tech-Moms Ogden,Assigned Cohort,3.0,Employed almost full-time (up to 35 hrs),<$15K,Married,$75k - $100k,Bachelor's Degree,Not Specified,Not Specified,Hispanic or Latina,2021-07-13 07:33:00,2021,7,1,13,1,1,3,0,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
222,Dead Lead,Declined Attending,1.0,Employed part-time (under 20 hrs),I do not currently work outside the home.,Divorced,<$15k,High School Diploma,Not Specified,Not Specified,Hispanic or Latina,2021-07-15 11:18:00,2021,7,3,15,0,0,3,0,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
223,Dead Lead,Non-responsive,3.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$35k - $50k,Bachelor's Degree,Not Specified,Not Specified,Hispanic or Latina,2021-07-16 12:19:00,2021,7,4,16,1,0,3,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
224,Dead Lead,Non-responsive,1.0,Employed full-time (35 hrs+),$50K-$75K,Married,$75k - $100k,Bachelor's Degree,Not Specified,Not Specified,Hispanic or Latina,2021-07-18 21:10:00,2021,7,6,18,1,0,3,1,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
225,2021 Spring -  Tech-Moms Ogden,Assigned Cohort,1.0,Employed part-time (under 20 hrs),<$15K,Married,$25k - $35k,Certificate,Not Specified,Not Specified,Hispanic or Latina,2021-07-27 13:19:00,2021,7,1,27,1,1,3,0,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
226,2021 Spring -  Tech-Moms Ogden,Assigned Cohort,2.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,<$15k,Some College No Degree,Not Specified,Not Specified,Hispanic or Latina,2021-07-29 13:46:00,2021,7,3,29,1,1,3,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
227,Dead Lead,Non-responsive,3.0,Employed almost full-time (up to 35 hrs),$15K-$25K,Married,$35k - $50k,High School Diploma,Not Specified,Not Specified,Black or African American,2021-08-02 20:17:00,2021,8,0,2,1,0,3,0,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
228,2021 Spring -  Tech-Moms Ogden,Assigned Cohort,2.0,Employed full-time (35 hrs+),$25K-$35K,Separated,$50k - $75k,Bachelor's Degree,Not Specified,Not Specified,"Native Hawaiian or Other Pacific Islander,Asian",2021-08-03 10:47:00,2021,8,1,3,1,1,3,0,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
229,Dead Lead,Non-responsive,2.0,Employed full-time (35 hrs+),$25K-$35K,Divorced,$25k - $35k,Some College No Degree,Not Specified,Not Specified,Native Hawaiian or Other Pacific Islander,2021-08-03 13:46:00,2021,8,1,3,1,0,3,0,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
230,Dead Lead,Non-responsive,3.0,"No, currently not employed outside the home",<$15K,Married,$50k - $75k,Some College No Degree,Not Specified,Not Specified,White,2021-08-03 16:47:00,2021,8,1,3,1,0,3,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
231,Dead Lead,Non-responsive,3.0,Employed part-time (under 20 hrs),$15K-$25K,Single,$15k - $25k,Some College No Degree,Not Specified,Not Specified,"Hispanic or Latina,American Indian or Alaska Native",2021-08-03 20:19:00,2021,8,1,3,1,0,3,0,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
232,Dead Lead,Non-responsive,1.0,Employed full-time (35 hrs+),$75K-$100K,Single,$75k - $100k,Some College No Degree,Not Specified,Not Specified,Hispanic or Latina,2021-08-05 16:16:00,2021,8,3,5,1,0,3,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
233,Dead Lead,Dead lead,3.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Some College No Degree,checked,Not Specified,White,2021-08-06 09:56:00,2021,8,4,6,0,0,3,0,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
234,Dead Lead,Non-responsive,2.0,Employed full-time (35 hrs+),$75K-$100K,Married,$75k - $100k,Graduate or Professional Degree,Not Specified,Not Specified,White,2021-08-06 15:43:00,2021,8,4,6,1,0,3,0,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
235,Dead Lead,Non-responsive,3.0,"No, currently not employed outside the home",I do not currently work outside the home.,Divorced,<$15k,Associates Degree,Not Specified,Not Specified,White,2021-08-07 13:22:00,2021,8,5,7,1,0,3,1,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
236,Dead Lead,Dead lead,2.0,Employed full-time (35 hrs+),$35K-$50K,Single,$35k - $50k,Certificate,Not Specified,Not Specified,White,2021-08-07 15:56:00,2021,8,5,7,1,0,3,1,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
237,Dead Lead,Declined Attending,2.0,"No, currently not employed outside the home",Not Specified,Married,$100k - $150k,Bachelor's Degree,Not Specified,Not Specified,White,2021-08-08 14:26:00,2021,8,6,8,0,0,3,1,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
238,Dead Lead,Non-responsive,2.0,Employed full-time (35 hrs+),$50K-$75K,Married,$100k - $150k,Graduate or Professional Degree,Not Specified,Not Specified,White,2021-08-09 18:34:00,2021,8,0,9,1,0,3,0,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
239,Dead Lead,Declined Attending,1.0,Employed part-time (under 20 hrs),$15K-$25K,Divorced,$15k - $25k,Bachelor's Degree,Not Specified,Not Specified,White,2021-08-09 20:38:00,2021,8,0,9,1,0,3,0,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
240,Level 2 - Advanced Applicant,Assigned Cohort,3.0,"No, currently not employed outside the home",I do not currently work outside the home.,Single,<$15k,Graduate or Professional Degree,Not Specified,Not Specified,Black or African American,2021-08-10 18:35:00,2021,8,1,10,1,1,3,0,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
241,Dead Lead,Declined Attending,2.0,Employed almost full-time (up to 35 hrs),$75K-$100K,Married,$100k - $150k,Graduate or Professional Degree,Not Specified,Not Specified,White,2021-08-12 17:00:00,2021,8,3,12,1,0,3,0,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
242,Dead Lead,Declined Attending,4.0,Employed part-time (under 20 hrs),<$15K,Married,$50k - $75k,Bachelor's Degree,Not Specified,Not Specified,Black or African American,2021-08-13 07:15:00,2021,8,4,13,1,0,3,0,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
243,Dead Lead,Non-responsive,3.0,Employed almost full-time (up to 35 hrs),$25K-$35K,Married,$50k - $75k,High School Diploma,Not Specified,Not Specified,White,2021-08-15 06:05:00,2021,8,6,15,0,0,3,1,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
244,Level 2 - Advanced Applicant,Assigned Cohort,2.0,Employed almost full-time (up to 35 hrs),$15K-$25K,Divorced,$15k - $25k,Bachelor's Degree,Not Specified,Not Specified,White,2021-08-17 22:33:00,2021,8,1,17,1,1,3,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
245,2021 Spring -  Tech-Moms Ogden,Assigned Cohort,3.0,"No, currently not employed outside the home",I do not currently work outside the home.,Single,<$15k,Some College No Degree,Not Specified,Not Specified,White,2021-08-18 10:05:00,2021,8,2,18,1,1,3,0,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
246,Dead Lead,Declined Attending,4.0,Employed full-time (35 hrs+),$25K-$35K,Married,$75k - $100k,Bachelor's Degree,Not Specified,Not Specified,White,2021-08-18 10:06:00,2021,8,2,18,1,0,3,0,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
247,2021 Spring -  Tech-Moms Ogden,Assigned Cohort,1.0,Employed part-time (under 20 hrs),<$15K,Married,$35k - $50k,Bachelor's Degree,Not Specified,Not Specified,"""Some other race, ethnicity, or origin""",2021-08-18 12:22:00,2021,8,2,18,1,1,3,0,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
248,2021 Spring -  Tech-Moms Ogden,Assigned Cohort,4.0,Employed part-time (under 20 hrs),I do not currently work outside the home.,Married,$50k - $75k,High School Diploma,Not Specified,Not Specified,Hispanic or Latina,2021-08-18 12:51:00,2021,8,2,18,1,1,3,0,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
249,2021 Spring -  Tech-Moms Ogden,Assigned Cohort,7.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Graduate or Professional Degree,Not Specified,checked,White,2021-08-18 12:53:00,2021,8,2,18,0,1,3,0,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
250,2021 Spring -  Tech-Moms Ogden,Assigned Cohort,0.0,Employed full-time (35 hrs+),$25K-$35K,Single,$25k - $35k,Bachelor's Degree,Not Specified,Not Specified,White,2021-08-18 12:54:00,2021,8,2,18,1,1,3,0,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
251,Dead Lead,Declined Attending,0.0,"No, currently not employed outside the home",I do not currently work outside the home.,Divorced,<$15k,Some College No Degree,Not Specified,Not Specified,White,2021-08-18 13:18:00,2021,8,2,18,0,0,3,0,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
252,Dead Lead,Non-responsive,3.0,Employed part-time (under 20 hrs),<$15K,Married,$35k - $50k,Certificate,Not Specified,Not Specified,White,2021-08-18 13:24:00,2021,8,2,18,1,0,3,0,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
253,Dead Lead,Non-responsive,6.0,Employed full-time (35 hrs+),$35K-$50K,Married,$75k - $100k,Bachelor's Degree,Not Specified,Not Specified,White,2021-08-18 13:30:00,2021,8,2,18,1,0,3,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
254,Dead Lead,Non-responsive,3.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$35k - $50k,High School Diploma,Not Specified,Not Specified,White,2021-08-18 13:34:00,2021,8,2,18,1,0,3,0,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
255,Dead Lead,Declined Attending,7.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Bachelor's Degree,Not Specified,Not Specified,White,2021-08-18 13:36:00,2021,8,2,18,1,0,3,0,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
256,Dead Lead,Non-responsive,2.0,Employed part-time (under 20 hrs),$15K-$25K,Single,$15k - $25k,Bachelor's Degree,Not Specified,Not Specified,White,2021-08-18 13:40:00,2021,8,2,18,0,0,3,0,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
257,Dead Lead,Non-responsive,3.0,"No, currently not employed outside the home",I do not currently work outside the home.,Single,<$15k,High School Diploma,Not Specified,Not Specified,White,2021-08-18 13:48:00,2021,8,2,18,1,0,3,0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
258,Dead Lead,Non-responsive,0.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Some College No Degree,Not Specified,Not Specified,White,2021-08-18 13:57:00,2021,8,2,18,1,0,3,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
259,Dead Lead,Non-responsive,3.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$100k - $150k,Some College No Degree,Not Specified,Not Specified,White,2021-08-18 13:57:00,2021,8,2,18,1,0,3,0,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
260,Dead Lead,Non-responsive,1.0,Employed full-time (35 hrs+),$75K-$100K,Married,$100k - $150k,Graduate or Professional Degree,Not Specified,Not Specified,Asian,2021-08-18 14:03:00,2021,8,2,18,1,0,3,0,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
261,Level 2 - Advanced Applicant,Assigned Cohort,3.0,Employed part-time (under 20 hrs),<$15K,Married,<$15k,Bachelor's Degree,Not Specified,Not Specified,White,2021-08-18 14:17:00,2021,8,2,18,1,1,3,0,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
262,2021 Spring -  Tech-Moms Ogden,Assigned Cohort,1.0,Employed part-time (under 20 hrs),I do not currently work outside the home.,Separated,$50k - $75k,Certificate,Not Specified,Not Specified,White,2021-08-18 14:19:00,2021,8,2,18,1,1,3,0,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
263,Dead Lead,Non-responsive,2.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$35k - $50k,Some College No Degree,checked,Not Specified,White,2021-08-18 14:26:00,2021,8,2,18,1,0,3,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
264,2021 Spring - Tech-Moms Latina,Assigned Cohort,6.0,Employed full-time (35 hrs+),$35K-$50K,Married,$50k - $75k,Associates Degree,Not Specified,Not Specified,White,2021-08-18 14:36:00,2021,8,2,18,1,1,3,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
265,2021 Spring - Tech-Moms Latina,Assigned Cohort,0.0,Employed full-time (35 hrs+),$25K-$35K,Single,$25k - $35k,Associates Degree,Not Specified,Not Specified,Would prefer not to answer,2021-08-18 14:48:00,2021,8,2,18,1,1,3,0,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
266,Level 2 - Advanced Applicant,Assigned Cohort,3.0,Employed almost full-time (up to 35 hrs),<$15K,Married,$100k - $150k,Some College No Degree,Not Specified,Not Specified,Would prefer not to answer,2021-08-18 14:57:00,2021,8,2,18,0,1,3,0,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
267,Dead Lead,Non-responsive,2.0,Employed full-time (35 hrs+),$35K-$50K,Divorced,$35k - $50k,Some College No Degree,Not Specified,Not Specified,Hispanic or Latina,2021-08-18 14:57:00,2021,8,2,18,1,0,3,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
268,Dead Lead,Non-responsive,8.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Associates Degree,Not Specified,Not Specified,White,2021-08-18 15:01:00,2021,8,2,18,0,0,3,0,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
269,2021 Spring - Tech-Moms Latina,Assigned Cohort,1.0,Employed full-time (35 hrs+),$50K-$75K,Single,$50k - $75k,Associates Degree,Not Specified,Not Specified,White,2021-08-18 15:13:00,2021,8,2,18,1,1,3,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
270,Dead Lead,Non-responsive,0.0,Employed part-time (under 20 hrs),$25K-$35K,Married,$50k - $75k,High School Diploma,Not Specified,Not Specified,White,2021-08-18 15:20:00,2021,8,2,18,1,0,3,0,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
271,Dead Lead,Non-responsive,3.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,High School Diploma,Not Specified,Not Specified,"""Some other race, ethnicity, or origin""",2021-08-18 15:27:00,2021,8,2,18,1,0,3,0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
272,2021 Spring - Tech-Moms Latina,Assigned Cohort,2.0,Employed full-time (35 hrs+),$35K-$50K,Domestic Partnership,$35k - $50k,High School Diploma,Not Specified,Not Specified,White,2021-08-18 15:34:00,2021,8,2,18,0,1,3,0,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
273,Dead Lead,Declined Attending,0.0,"No, currently not employed outside the home",I do not currently work outside the home.,Separated,$35k - $50k,Associates Degree,Not Specified,Not Specified,White,2021-08-18 15:46:00,2021,8,2,18,1,0,3,0,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
274,Dead Lead,Dead lead,2.0,Employed part-time (under 20 hrs),<$15K,Married,$50k - $75k,Some College No Degree,Not Specified,Not Specified,White,2021-08-18 15:49:00,2021,8,2,18,1,0,3,0,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
275,2021 Spring - Tech-Moms Latina,Assigned Cohort,1.0,Employed full-time (35 hrs+),$25K-$35K,Single,$25k - $35k,High School Diploma,Not Specified,Not Specified,Hispanic or Latina,2021-08-18 16:07:00,2021,8,2,18,0,1,3,0,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
276,2021 Spring - Tech-Moms Latina,Assigned Cohort,4.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,High School Diploma,Not Specified,Not Specified,White,2021-08-18 16:10:00,2021,8,2,18,1,1,3,0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
277,Dead Lead,Declined Attending,5.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$100k - $150k,High School Diploma,Not Specified,Not Specified,Native Hawaiian or Other Pacific Islander,2021-08-18 16:16:00,2021,8,2,18,1,0,3,0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
278,2021 Spring - Tech-Moms Latina,Assigned Cohort,2.0,Employed full-time (35 hrs+),$35K-$50K,Married,$50k - $75k,High School Diploma,Not Specified,Not Specified,Hispanic or Latina,2021-08-18 16:22:00,2021,8,2,18,0,1,3,0,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
279,Level 2 - Advanced Applicant,Assigned Cohort,3.0,Employed part-time (under 20 hrs),$50K-$75K,Married,$100k - $150k,Doctoral Degree,Not Specified,Not Specified,White,2021-08-18 16:34:00,2021,8,2,18,1,1,3,0,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
280,Dead Lead,Non-responsive,0.0,Employed full-time (35 hrs+),$25K-$35K,Married,$50k - $75k,Associates Degree,Not Specified,Not Specified,White,2021-08-18 16:35:00,2021,8,2,18,1,0,3,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
281,Dead Lead,Non-responsive,2.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$35k - $50k,Bachelor's Degree,Not Specified,Not Specified,White,2021-08-18 16:39:00,2021,8,2,18,0,0,3,0,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
282,Dead Lead,Non-responsive,1.0,Employed almost full-time (up to 35 hrs),$15K-$25K,Single,$15k - $25k,Bachelor's Degree,Not Specified,Not Specified,"Hispanic or Latina,White",2021-08-18 16:49:00,2021,8,2,18,0,0,3,0,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
283,Dead Lead,Non-responsive,3.0,Employed part-time (under 20 hrs),<$15K,Married,$75k - $100k,Some College No Degree,Not Specified,Not Specified,White,2021-08-18 16:59:00,2021,8,2,18,1,0,3,0,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
284,Dead Lead,Non-responsive,2.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Graduate or Professional Degree,Not Specified,Not Specified,Asian,2021-08-18 16:59:00,2021,8,2,18,0,0,3,0,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
285,Dead Lead,Non-responsive,3.0,Employed full-time (35 hrs+),$50K-$75K,Married,$150k - $200k,Bachelor's Degree,Not Specified,Not Specified,White,2021-08-18 17:05:00,2021,8,2,18,1,0,3,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
286,Dead Lead,Non-responsive,2.0,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Bachelor's Degree,Not Specified,Not Specified,White,2021-08-18 17:06:00,2021,8,2,18,1,0,3,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
287,Dead Lead,Non-responsive,4.0,Employed part-time (under 20 hrs),<$15K,Married,$100k - $150k,High School Diploma,Not Specified,Not Specified,White,2021-08-18 17:10:00,2021,8,2,18,1,0,3,0,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
